batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
Mumbai Indians,Royal Challengers Bangalore,Bangalore,137.0,117.0,0,143.0,12.0,7.03,1
Kolkata Knight Riders,Punjab Kings,Kolkata,166.0,119.0,3,171.0,30.0,8.37,1
Kolkata Knight Riders,Punjab Kings,Kolkata,165.0,119.0,2,171.0,36.0,8.32,1
Kolkata Knight Riders,Punjab Kings,Kolkata,165.0,118.0,1,171.0,18.0,8.39,1
Kolkata Knight Riders,Punjab Kings,Kolkata,164.0,117.0,0,171.0,14.0,8.41,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,159.0,125.0,9,159.0,-0.0,7.63,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,149.0,119.0,3,159.0,60.0,7.51,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,148.0,118.0,2,159.0,33.0,7.53,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,144.0,117.0,1,159.0,30.0,7.38,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,142.0,116.0,0,159.0,25.5,7.34,1
Punjab Kings,Punjab Kings,Indore,149.0,125.0,9,149.0,-0.0,7.15,0
Punjab Kings,Punjab Kings,Indore,141.0,119.0,3,149.0,48.0,7.11,0
Punjab Kings,Punjab Kings,Indore,137.0,118.0,2,149.0,36.0,6.97,0
Punjab Kings,Punjab Kings,Indore,136.0,117.0,1,149.0,26.0,6.97,0
Punjab Kings,Punjab Kings,Indore,136.0,116.0,0,149.0,19.5,7.03,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,179.0,125.0,9,179.0,-0.0,8.59,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,179.0,124.0,8,179.0,-0.0,8.66,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,169.0,119.0,3,179.0,60.0,8.52,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,169.0,118.0,2,179.0,30.0,8.59,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,167.0,117.0,1,179.0,24.0,8.56,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,166.0,116.0,0,179.0,19.5,8.59,1
Delhi Capitals,Royal Challengers Bangalore,Bengaluru,158.0,125.0,9,158.0,-0.0,7.58,0
Delhi Capitals,Royal Challengers Bangalore,Bengaluru,149.0,119.0,3,158.0,54.0,7.51,0
Delhi Capitals,Royal Challengers Bangalore,Bengaluru,149.0,119.0,2,158.0,54.0,7.51,0
Delhi Capitals,Royal Challengers Bangalore,Bengaluru,149.0,118.0,1,158.0,27.0,7.58,0
Delhi Capitals,Royal Challengers Bangalore,Bengaluru,148.0,117.0,0,158.0,20.0,7.59,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,197.0,119.0,3,208.0,66.0,9.93,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,197.0,118.0,2,208.0,33.0,10.02,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,196.0,117.0,1,208.0,24.0,10.05,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,196.0,116.0,0,208.0,18.0,10.14,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,209.0,125.0,9,209.0,-0.0,10.03,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,203.0,119.0,3,209.0,36.0,10.24,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,203.0,118.0,2,209.0,18.0,10.32,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,201.0,117.0,1,209.0,16.0,10.31,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,195.0,116.0,0,209.0,21.0,10.09,0
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,156.0,119.0,3,163.0,42.0,7.87,0
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,151.0,118.0,2,163.0,36.0,7.68,0
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,149.0,117.0,1,163.0,28.0,7.64,0
Kolkata Knight Riders,Sunrisers Hyderabad,Delhi,148.0,116.0,0,163.0,22.5,7.66,0
Royal Challengers Bangalore,Delhi Capitals,Raipur,139.0,125.0,9,139.0,-0.0,6.67,1
Royal Challengers Bangalore,Delhi Capitals,Raipur,139.0,124.0,8,139.0,-0.0,6.73,1
Royal Challengers Bangalore,Delhi Capitals,Raipur,134.0,119.0,3,139.0,30.0,6.76,1
Royal Challengers Bangalore,Delhi Capitals,Raipur,134.0,118.0,2,139.0,15.0,6.81,1
Royal Challengers Bangalore,Delhi Capitals,Raipur,134.0,117.0,1,139.0,10.0,6.87,1
Royal Challengers Bangalore,Delhi Capitals,Raipur,130.0,116.0,0,139.0,13.5,6.72,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,167.0,119.0,3,172.0,30.0,8.42,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,167.0,118.0,2,172.0,15.0,8.49,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,166.0,117.0,1,172.0,12.0,8.51,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,164.0,116.0,0,172.0,12.0,8.48,0
Delhi Capitals,Delhi Capitals,Raipur,151.0,119.0,3,159.0,48.0,7.61,0
Delhi Capitals,Delhi Capitals,Raipur,151.0,118.0,2,159.0,24.0,7.68,0
Delhi Capitals,Delhi Capitals,Raipur,151.0,119.0,1,159.0,48.0,7.61,0
Delhi Capitals,Delhi Capitals,Raipur,150.0,118.0,0,159.0,27.0,7.63,0
Punjab Kings,Royal Challengers Bangalore,Bangalore,201.0,119.0,3,212.0,66.0,10.13,0
Punjab Kings,Royal Challengers Bangalore,Bangalore,195.0,118.0,2,212.0,51.0,9.92,0
Punjab Kings,Royal Challengers Bangalore,Bangalore,195.0,117.0,1,212.0,34.0,10.0,0
Punjab Kings,Royal Challengers Bangalore,Bangalore,195.0,116.0,0,212.0,25.5,10.09,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,184.0,125.0,9,184.0,-0.0,8.83,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,184.0,124.0,8,184.0,-0.0,8.9,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,177.0,119.0,3,184.0,42.0,8.92,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,177.0,118.0,2,184.0,21.0,9.0,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,177.0,117.0,1,184.0,14.0,9.08,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,173.0,116.0,0,184.0,16.5,8.95,1
Sunrisers Hyderabad,Punjab Kings,Chandigarh,180.0,125.0,9,180.0,-0.0,8.64,1
Sunrisers Hyderabad,Punjab Kings,Chandigarh,171.0,119.0,3,180.0,54.0,8.62,1
Sunrisers Hyderabad,Punjab Kings,Chandigarh,167.0,118.0,2,180.0,39.0,8.49,1
Sunrisers Hyderabad,Punjab Kings,Chandigarh,167.0,117.0,1,180.0,26.0,8.56,1
Sunrisers Hyderabad,Punjab Kings,Chandigarh,166.0,116.0,0,180.0,21.0,8.59,1
Delhi Capitals,Mumbai Indians,Visakhapatnam,197.0,119.0,3,207.0,60.0,9.93,0
Delhi Capitals,Mumbai Indians,Visakhapatnam,196.0,118.0,2,207.0,33.0,9.97,0
Delhi Capitals,Mumbai Indians,Visakhapatnam,196.0,117.0,1,207.0,22.0,10.05,0
Delhi Capitals,Mumbai Indians,Visakhapatnam,196.0,116.0,0,207.0,16.5,10.14,0
Punjab Kings,Mumbai Indians,Visakhapatnam,124.0,119.0,3,125.0,6.0,6.25,0
Punjab Kings,Mumbai Indians,Visakhapatnam,124.0,118.0,2,125.0,3.0,6.31,0
Punjab Kings,Mumbai Indians,Visakhapatnam,120.0,117.0,1,125.0,10.0,6.15,0
Punjab Kings,Mumbai Indians,Visakhapatnam,120.0,116.0,0,125.0,7.5,6.21,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,147.0,125.0,9,147.0,-0.0,7.06,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,147.0,124.0,8,147.0,-0.0,7.11,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,142.0,119.0,3,147.0,30.0,7.16,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,138.0,118.0,2,147.0,27.0,7.02,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,134.0,117.0,1,147.0,26.0,6.87,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,134.0,116.0,0,147.0,19.5,6.93,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,152.0,125.0,9,152.0,-0.0,7.3,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,150.0,119.0,3,152.0,12.0,7.56,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,150.0,118.0,2,152.0,6.0,7.63,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,149.0,117.0,1,152.0,6.0,7.64,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,148.0,116.0,0,152.0,6.0,7.66,1
Punjab Kings,Punjab Kings,Chandigarh,167.0,119.0,3,176.0,54.0,8.42,0
Punjab Kings,Punjab Kings,Chandigarh,166.0,118.0,2,176.0,30.0,8.44,0
Punjab Kings,Punjab Kings,Chandigarh,166.0,117.0,1,176.0,20.0,8.51,0
Punjab Kings,Punjab Kings,Chandigarh,165.0,116.0,0,176.0,16.5,8.53,0
Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,173.0,119.0,3,178.0,30.0,8.72,0
Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,173.0,118.0,2,178.0,15.0,8.8,0
Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,173.0,117.0,1,178.0,10.0,8.87,0
Mumbai Indians,Sunrisers Hyderabad,Visakhapatnam,173.0,116.0,0,178.0,7.5,8.95,0
Delhi Capitals,Punjab Kings,Chandigarh,182.0,125.0,9,182.0,-0.0,8.74,0
Delhi Capitals,Punjab Kings,Chandigarh,182.0,124.0,8,182.0,-0.0,8.81,0
Delhi Capitals,Punjab Kings,Chandigarh,178.0,119.0,3,182.0,24.0,8.97,0
Delhi Capitals,Punjab Kings,Chandigarh,178.0,118.0,2,182.0,12.0,9.05,0
Delhi Capitals,Punjab Kings,Chandigarh,178.0,117.0,1,182.0,8.0,9.13,0
Delhi Capitals,Punjab Kings,Chandigarh,174.0,116.0,0,182.0,12.0,9.0,0
Punjab Kings,Kolkata Knight Riders,Kolkata,163.0,119.0,3,165.0,12.0,8.22,0
Punjab Kings,Kolkata Knight Riders,Kolkata,163.0,119.0,2,165.0,12.0,8.22,0
Punjab Kings,Kolkata Knight Riders,Kolkata,163.0,118.0,1,165.0,6.0,8.29,0
Punjab Kings,Kolkata Knight Riders,Kolkata,162.0,117.0,0,165.0,6.0,8.31,0
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,186.0,125.0,9,186.0,-0.0,8.93,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,179.0,119.0,3,186.0,42.0,9.03,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,178.0,118.0,2,186.0,24.0,9.05,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,178.0,117.0,1,186.0,16.0,9.13,1
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,178.0,116.0,0,186.0,12.0,9.21,1
Kolkata Knight Riders,Delhi Capitals,Delhi,187.0,125.0,9,187.0,-0.0,8.98,0
Kolkata Knight Riders,Delhi Capitals,Delhi,182.0,119.0,3,187.0,30.0,9.18,0
Kolkata Knight Riders,Delhi Capitals,Delhi,181.0,118.0,2,187.0,18.0,9.2,0
Kolkata Knight Riders,Delhi Capitals,Delhi,180.0,117.0,1,187.0,14.0,9.23,0
Kolkata Knight Riders,Delhi Capitals,Delhi,179.0,116.0,0,187.0,12.0,9.26,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,183.0,119.0,3,195.0,72.0,9.23,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,179.0,118.0,2,195.0,48.0,9.1,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,178.0,117.0,1,195.0,34.0,9.13,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,178.0,116.0,0,195.0,25.5,9.21,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,175.0,125.0,9,175.0,-0.0,8.4,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,167.0,119.0,3,175.0,48.0,8.42,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,163.0,118.0,2,175.0,36.0,8.29,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,162.0,117.0,1,175.0,26.0,8.31,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,161.0,116.0,0,175.0,21.0,8.33,1
Punjab Kings,Punjab Kings,Chandigarh,190.0,125.0,9,190.0,-0.0,9.12,0
Punjab Kings,Punjab Kings,Chandigarh,190.0,124.0,8,190.0,-0.0,9.19,0
Punjab Kings,Punjab Kings,Chandigarh,185.0,119.0,3,190.0,30.0,9.33,0
Punjab Kings,Punjab Kings,Chandigarh,185.0,118.0,2,190.0,15.0,9.41,0
Punjab Kings,Punjab Kings,Chandigarh,185.0,117.0,1,190.0,10.0,9.49,0
Punjab Kings,Punjab Kings,Chandigarh,185.0,116.0,0,190.0,7.5,9.57,0
Sunrisers Hyderabad,Punjab Kings,Hyderabad,138.0,119.0,3,144.0,36.0,6.96,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,137.0,118.0,2,144.0,21.0,6.97,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,137.0,117.0,1,144.0,14.0,7.03,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,136.0,116.0,0,144.0,12.0,7.03,1
Mumbai Indians,Delhi Capitals,Delhi,157.0,119.0,3,165.0,48.0,7.92,0
Mumbai Indians,Delhi Capitals,Delhi,157.0,118.0,2,165.0,24.0,7.98,0
Mumbai Indians,Delhi Capitals,Delhi,157.0,117.0,1,165.0,16.0,8.05,0
Mumbai Indians,Delhi Capitals,Delhi,156.0,116.0,0,165.0,13.5,8.07,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,165.0,119.0,3,171.0,36.0,8.32,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,165.0,118.0,2,171.0,18.0,8.39,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,165.0,117.0,1,171.0,12.0,8.46,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,165.0,116.0,0,171.0,9.0,8.53,1
Kolkata Knight Riders,Punjab Kings,Chandigarh,127.0,119.0,3,139.0,72.0,6.4,1
Kolkata Knight Riders,Punjab Kings,Chandigarh,126.0,118.0,2,139.0,39.0,6.41,1
Kolkata Knight Riders,Punjab Kings,Chandigarh,125.0,117.0,1,139.0,28.0,6.41,1
Kolkata Knight Riders,Punjab Kings,Chandigarh,124.0,116.0,0,139.0,22.5,6.41,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,139.0,119.0,3,143.0,24.0,7.01,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,133.0,119.0,2,143.0,60.0,6.71,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,133.0,118.0,1,143.0,30.0,6.76,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,129.0,117.0,0,143.0,28.0,6.62,1
Delhi Capitals,Royal Challengers Bangalore,Bangalore,181.0,119.0,3,192.0,66.0,9.13,0
Delhi Capitals,Royal Challengers Bangalore,Bangalore,181.0,118.0,2,192.0,33.0,9.2,0
Delhi Capitals,Royal Challengers Bangalore,Bangalore,181.0,119.0,1,192.0,66.0,9.13,0
Delhi Capitals,Royal Challengers Bangalore,Bangalore,180.0,118.0,0,192.0,36.0,9.15,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,135.0,119.0,3,143.0,48.0,6.81,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,134.0,118.0,2,143.0,27.0,6.81,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,134.0,117.0,1,143.0,18.0,6.87,1
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,134.0,116.0,0,143.0,13.5,6.93,1
Delhi Capitals,Delhi Capitals,Delhi,112.0,125.0,9,112.0,-0.0,5.38,0
Delhi Capitals,Delhi Capitals,Delhi,112.0,124.0,8,112.0,-0.0,5.42,0
Delhi Capitals,Delhi Capitals,Delhi,106.0,119.0,3,112.0,36.0,5.34,0
Delhi Capitals,Delhi Capitals,Delhi,105.0,118.0,2,112.0,21.0,5.34,0
Delhi Capitals,Delhi Capitals,Delhi,105.0,117.0,1,112.0,14.0,5.38,0
Delhi Capitals,Delhi Capitals,Delhi,105.0,116.0,0,112.0,10.5,5.43,0
Mumbai Indians,Kolkata Knight Riders,Kolkata,188.0,125.0,9,188.0,-0.0,9.02,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,188.0,124.0,8,188.0,-0.0,9.1,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,180.0,119.0,3,188.0,48.0,9.08,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,179.0,118.0,2,188.0,27.0,9.1,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,175.0,117.0,1,188.0,26.0,8.97,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,175.0,116.0,0,188.0,19.5,9.05,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,216.0,119.0,3,228.0,72.0,10.89,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,214.0,119.0,2,228.0,84.0,10.79,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,214.0,118.0,1,228.0,42.0,10.88,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,213.0,117.0,0,228.0,30.0,10.92,0
Kolkata Knight Riders,Delhi Capitals,Kolkata,99.0,125.0,9,99.0,-0.0,4.75,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,99.0,124.0,8,99.0,-0.0,4.79,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,99.0,123.0,7,99.0,-0.0,4.83,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,99.0,122.0,6,99.0,-0.0,4.87,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,99.0,121.0,5,99.0,-0.0,4.91,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,94.0,119.0,3,99.0,30.0,4.74,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,90.0,118.0,2,99.0,27.0,4.58,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,88.0,117.0,1,99.0,22.0,4.51,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,88.0,116.0,0,99.0,16.5,4.55,1
Chennai Super Kings,Mumbai Indians,Kolkata,203.0,125.0,9,203.0,-0.0,9.74,0
Chennai Super Kings,Mumbai Indians,Kolkata,203.0,124.0,8,203.0,-0.0,9.82,0
Chennai Super Kings,Mumbai Indians,Kolkata,203.0,123.0,7,203.0,-0.0,9.9,0
Chennai Super Kings,Mumbai Indians,Kolkata,198.0,119.0,3,203.0,30.0,9.98,0
Chennai Super Kings,Mumbai Indians,Kolkata,198.0,118.0,2,203.0,15.0,10.07,0
Chennai Super Kings,Mumbai Indians,Kolkata,198.0,117.0,1,203.0,10.0,10.15,0
Chennai Super Kings,Mumbai Indians,Kolkata,192.0,116.0,0,203.0,16.5,9.93,0
Chennai Super Kings,Royal Challengers Bangalore,Ranchi,140.0,125.0,9,140.0,-0.0,6.72,1
Chennai Super Kings,Royal Challengers Bangalore,Ranchi,136.0,119.0,3,140.0,24.0,6.86,1
Chennai Super Kings,Royal Challengers Bangalore,Ranchi,136.0,118.0,2,140.0,12.0,6.92,1
Chennai Super Kings,Royal Challengers Bangalore,Ranchi,135.0,117.0,1,140.0,10.0,6.92,1
Chennai Super Kings,Royal Challengers Bangalore,Ranchi,135.0,116.0,0,140.0,7.5,6.98,1
Rajasthan Royals,Royal Challengers Bangalore,Pune,170.0,119.0,3,181.0,66.0,8.57,0
Rajasthan Royals,Royal Challengers Bangalore,Pune,170.0,118.0,2,181.0,33.0,8.64,0
Rajasthan Royals,Royal Challengers Bangalore,Pune,169.0,117.0,1,181.0,24.0,8.67,0
Rajasthan Royals,Royal Challengers Bangalore,Pune,168.0,116.0,0,181.0,19.5,8.69,0
Chennai Super Kings,Mumbai Indians,Mumbai,188.0,125.0,9,188.0,-0.0,9.02,0
Chennai Super Kings,Mumbai Indians,Mumbai,188.0,124.0,8,188.0,-0.0,9.1,0
Chennai Super Kings,Mumbai Indians,Mumbai,188.0,123.0,7,188.0,-0.0,9.17,0
Chennai Super Kings,Mumbai Indians,Mumbai,188.0,122.0,6,188.0,-0.0,9.25,0
Chennai Super Kings,Mumbai Indians,Mumbai,185.0,119.0,3,188.0,18.0,9.33,0
Chennai Super Kings,Mumbai Indians,Mumbai,184.0,118.0,2,188.0,12.0,9.36,0
Chennai Super Kings,Mumbai Indians,Mumbai,180.0,117.0,1,188.0,16.0,9.23,0
Chennai Super Kings,Mumbai Indians,Mumbai,179.0,116.0,0,188.0,13.5,9.26,0
Royal Challengers Bangalore,Delhi Capitals,Bangalore,188.0,125.0,9,188.0,-0.0,9.02,0
Royal Challengers Bangalore,Delhi Capitals,Bangalore,186.0,119.0,3,188.0,12.0,9.38,0
Mumbai Indians,Sunrisers Hyderabad,Hyderabad,114.0,125.0,9,114.0,-0.0,5.47,1
Mumbai Indians,Sunrisers Hyderabad,Hyderabad,109.0,119.0,3,114.0,30.0,5.5,1
Mumbai Indians,Sunrisers Hyderabad,Hyderabad,109.0,118.0,2,114.0,15.0,5.54,1
Mumbai Indians,Sunrisers Hyderabad,Hyderabad,108.0,117.0,1,114.0,12.0,5.54,1
Mumbai Indians,Sunrisers Hyderabad,Hyderabad,108.0,116.0,0,114.0,9.0,5.59,1
Kolkata Knight Riders,Rajasthan Royals,Mumbai,200.0,125.0,9,200.0,-0.0,9.6,0
Kolkata Knight Riders,Rajasthan Royals,Mumbai,192.0,119.0,3,200.0,48.0,9.68,0
Kolkata Knight Riders,Rajasthan Royals,Mumbai,191.0,119.0,2,200.0,54.0,9.63,0
Kolkata Knight Riders,Rajasthan Royals,Mumbai,191.0,118.0,1,200.0,27.0,9.71,0
Kolkata Knight Riders,Rajasthan Royals,Mumbai,191.0,117.0,0,200.0,18.0,9.79,0
Chennai Super Kings,Punjab Kings,Chandigarh,128.0,119.0,3,131.0,18.0,6.45,1
Chennai Super Kings,Punjab Kings,Chandigarh,125.0,118.0,2,131.0,18.0,6.36,1
Chennai Super Kings,Punjab Kings,Chandigarh,125.0,117.0,1,131.0,12.0,6.41,1
Chennai Super Kings,Punjab Kings,Chandigarh,121.0,116.0,0,131.0,15.0,6.26,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,115.0,119.0,3,136.0,126.0,5.8,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,111.0,118.0,2,136.0,75.0,5.64,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,111.0,117.0,1,136.0,50.0,5.69,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,105.0,116.0,0,136.0,46.5,5.43,1
Kolkata Knight Riders,Mumbai Indians,Mumbai,165.0,119.0,3,172.0,42.0,8.32,0
Kolkata Knight Riders,Mumbai Indians,Mumbai,164.0,118.0,2,172.0,24.0,8.34,0
Kolkata Knight Riders,Mumbai Indians,Mumbai,164.0,117.0,1,172.0,16.0,8.41,0
Kolkata Knight Riders,Mumbai Indians,Mumbai,160.0,116.0,0,172.0,18.0,8.28,0
Royal Challengers Bangalore,Punjab Kings,Chandigarh,107.0,125.0,9,107.0,-0.0,5.14,0
Royal Challengers Bangalore,Punjab Kings,Chandigarh,107.0,124.0,8,107.0,-0.0,5.18,0
Royal Challengers Bangalore,Punjab Kings,Chandigarh,97.0,119.0,3,107.0,60.0,4.89,0
Royal Challengers Bangalore,Punjab Kings,Chandigarh,97.0,118.0,2,107.0,30.0,4.93,0
Royal Challengers Bangalore,Punjab Kings,Chandigarh,96.0,117.0,1,107.0,22.0,4.92,0
Royal Challengers Bangalore,Punjab Kings,Chandigarh,94.0,116.0,0,107.0,19.5,4.86,0
Delhi Capitals,Delhi Capitals,Raipur,120.0,125.0,9,120.0,-0.0,5.76,0
Delhi Capitals,Delhi Capitals,Raipur,120.0,124.0,8,120.0,-0.0,5.81,0
Delhi Capitals,Delhi Capitals,Raipur,115.0,119.0,3,120.0,30.0,5.8,0
Delhi Capitals,Delhi Capitals,Raipur,114.0,118.0,2,120.0,18.0,5.8,0
Delhi Capitals,Delhi Capitals,Raipur,110.0,117.0,1,120.0,20.0,5.64,0
Delhi Capitals,Delhi Capitals,Raipur,110.0,116.0,0,120.0,15.0,5.69,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,186.0,125.0,9,186.0,-0.0,8.93,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,186.0,124.0,8,186.0,-0.0,9.0,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,186.0,123.0,7,186.0,-0.0,9.07,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,186.0,122.0,6,186.0,-0.0,9.15,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,186.0,121.0,5,186.0,-0.0,9.22,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,179.0,119.0,3,186.0,42.0,9.03,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,175.0,118.0,2,186.0,33.0,8.9,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,175.0,117.0,1,186.0,22.0,8.97,0
Punjab Kings,Sunrisers Hyderabad,Hyderabad,174.0,116.0,0,186.0,18.0,9.0,0
Rajasthan Royals,Chennai Super Kings,Chennai,158.0,125.0,9,158.0,-0.0,7.58,0
Rajasthan Royals,Chennai Super Kings,Chennai,158.0,124.0,8,158.0,-0.0,7.65,0
Rajasthan Royals,Chennai Super Kings,Chennai,158.0,123.0,7,158.0,-0.0,7.71,0
Rajasthan Royals,Chennai Super Kings,Chennai,158.0,122.0,6,158.0,-0.0,7.77,0
Rajasthan Royals,Chennai Super Kings,Chennai,154.0,119.0,3,158.0,24.0,7.76,0
Rajasthan Royals,Chennai Super Kings,Chennai,154.0,118.0,2,158.0,12.0,7.83,0
Rajasthan Royals,Chennai Super Kings,Chennai,154.0,117.0,1,158.0,8.0,7.9,0
Rajasthan Royals,Chennai Super Kings,Chennai,154.0,116.0,0,158.0,6.0,7.97,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,227.0,119.0,3,236.0,54.0,11.45,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,227.0,119.0,2,236.0,54.0,11.45,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,227.0,118.0,1,236.0,27.0,11.54,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,226.0,117.0,0,236.0,20.0,11.59,0
Delhi Capitals,Delhi Capitals,Raipur,164.0,125.0,9,164.0,-0.0,7.87,0
Delhi Capitals,Delhi Capitals,Raipur,159.0,119.0,3,164.0,30.0,8.02,0
Delhi Capitals,Delhi Capitals,Raipur,155.0,118.0,2,164.0,27.0,7.88,0
Delhi Capitals,Delhi Capitals,Raipur,155.0,117.0,1,164.0,18.0,7.95,0
Delhi Capitals,Delhi Capitals,Raipur,155.0,116.0,0,164.0,13.5,8.02,0
Kolkata Knight Riders,Punjab Kings,Kolkata,184.0,125.0,9,184.0,-0.0,8.83,1
Kolkata Knight Riders,Punjab Kings,Kolkata,184.0,124.0,8,184.0,-0.0,8.9,1
